"acrePrice","region","improvements","year","acres","tillable","financing","crpPct","productivity"
1925,"Central",0,2008,142,97,"title_transfer",0,67
1049,"Central",0,2008,120,98,"title_transfer",0,67
1109,"Central",0,2008,320,83,"title_transfer",0,44
2175,"Central",0,2008,323,96,"title_transfer",0,65
2519,"Central",0,2008,200,94,"title_transfer",0,63
1742,"Central",0,2007,40,98,"seller_financed",0,49
1404,"Central",0,2008,600,96,"title_transfer",0,70
1855,"Central",0,2008,80,99,"title_transfer",0,62
1284,"Central",0,2007,80,96,"title_transfer",0,NA
1250,"Central",0,2008,20,100,"title_transfer",0,58
1833,"Central",3,2008,400,94,"title_transfer",94,62
2253,"Central",0,2008,40,95,"title_transfer",0,NA
768,"Central",0,2008,320,87,"title_transfer",0,30
768,"Central",0,2008,160,82,"title_transfer",0,35
468,"Central",0,2008,200,61,"title_transfer",0,30
552,"Central",0,2008,57,100,"seller_financed",0,24
742,"Central",2,2008,240,86,"title_transfer",13,44
1420,"Central",0,2007,174,97,"title_transfer",0,60
1573,"Central",21,2007,159,92,"title_transfer",0,63
1559,"Central",0,2007,160,98,"title_transfer",0,64
1460,"Central",0,2008,300,81,"title_transfer",0,90
1638,"Central",50,2009,80,65,"title_transfer",25,50
1933,"Central",0,2008,75,77,"title_transfer",0,73
1406,"Central",2,2008,320,97,"title_transfer",1,58
1981,"Central",0,2009,106,96,"title_transfer",0,55
2450,"Central",0,2008,160,98,"title_transfer",0,62
2244,"Central",4,2008,320,96,"title_transfer",0,62
2185,"Central",0,2009,80,95,"title_transfer",0,65
2768,"Central",0,2009,224,98,"title_transfer",0,63
3333,"Central",0,2009,3,100,"title_transfer",0,62
2512,"Central",1,2009,240,92,"title_transfer",0,64
2800,"Central",0,2009,149,99,"seller_financed",0,65
2426,"Central",0,2009,118,98,"seller_financed",0,69
1175,"Central",0,2008,118,98,"title_transfer",0,61
2242,"Central",0,2009,159,96,"title_transfer",0,65
1731,"Central",33,2008,160,84,"title_transfer",0,39
979,"Central",0,2008,120,98,"title_transfer",0,24
850,"Central",0,2009,120,42,"title_transfer",0,50
845,"Central",0,2009,159,NA,"title_transfer",99,40
1000,"Central",26,2008,45,73,"title_transfer",76,41
1231,"Central",0,2008,268,76,"title_transfer",0,40
1000,"Central",0,2009,320,60,"title_transfer",0,37
1930,"Central",4,2008,158,93,"title_transfer",0,65
2006,"Central",10,2009,160,88,"title_transfer",0,59
1062,"Central",15,2009,160,91,"title_transfer",0,41
2394,"Central",1,2008,160,90,"title_transfer",0,66
2325,"Central",0,2008,157,93,"title_transfer",0,58
3000,"Central",0,2009,80,96,"title_transfer",0,69
1625,"Central",0,2010,80,75,"seller_financed",0,59
2523,"Central",1,2009,161,89,"title_transfer",0,63
2500,"Central",0,2010,240,95,"title_transfer",0,62
2605,"Central",4,2010,200,92,"title_transfer",0,68
2083,"Central",0,2009,108,96,"title_transfer",0,65
2941,"Central",0,2010,112,94,"title_transfer",0,69
2570,"Central",0,2010,392,95,"title_transfer",0,62
2250,"Central",0,2010,40,95,"title_transfer",0,NA
1383,"Central",0,2010,311,94,"title_transfer",0,66
2109,"Central",0,2010,175,94,"title_transfer",0,54
3231,"Central",0,2011,40,95,"title_transfer",0,NA
3231,"Central",0,2011,40,95,"title_transfer",0,NA
2837,"Central",0,2011,80,84,"title_transfer",0,NA
2943,"Central",0,2011,147,96,"title_transfer",0,62
2800,"Central",0,2011,80,98,"title_transfer",0,NA
2575,"Central",0,2011,79,95,"title_transfer",0,NA
2752,"Central",0,2010,279,96,"title_transfer",0,63
2516,"Central",0,2011,110,86,"title_transfer",0,NA
1838,"Central",3,2010,280,78,"title_transfer",0,61
1415,"Central",4,2010,300,91,"title_transfer",0,48
1515,"Central",0,2010,160,92,"title_transfer",0,NA
3187,"Central",8,2010,160,94,"title_transfer",0,62
3597,"Central",0,2010,160,98,"title_transfer",0,63
2330,"Central",0,2011,160,97,"title_transfer",0,69
1125,"Central",0,2010,237,93,"title_transfer",82,NA
588,"Central",0,2011,270,83,"title_transfer",93,33
1038,"Central",0,2010,45,98,"title_transfer",98,52
1745,"Central",0,2010,44,98,"title_transfer",98,66
1943,"Central",0,2010,291,70,"title_transfer",0,63
2376,"Central",0,2010,170,95,"title_transfer",0,63
2437,"Central",NA,2010,152,99,"title_transfer",0,64
2880,"Central",0,2010,74,97,"title_transfer",0,NA
1445,"Central",2,2011,924,89,"title_transfer",67,32
883,"Central",0,2011,160,88,"title_transfer",0,NA
400,"Central",0,2011,45,80,"title_transfer",0,NA
937,"Central",0,2011,43,95,"title_transfer",0,34
2548,"Central",0,2010,160,95,"title_transfer",0,60
1458,"Central",0,2011,120,88,"title_transfer",69,34
1506,"Central",63,2011,81,85,"title_transfer",0,25
3075,"West Central",21,2003,160,86,"title_transfer",0,NA
2000,"West Central",0,2002,80,89,"title_transfer",0,NA
1036,"West Central",0,2002,83,25,"title_transfer",0,NA
1634,"West Central",16,2003,153,89,"title_transfer",0,NA
3250,"West Central",32,2003,80,69,"title_transfer",0,NA
2885,"West Central",30,2003,196,81,"title_transfer",0,NA
2900,"West Central",0,2003,50,100,"title_transfer",0,NA
2900,"West Central",0,2003,80,44,"title_transfer",0,NA
2188,"West Central",0,2002,65,71,"title_transfer",0,NA
4000,"West Central",0,2003,80,39,"seller_financed",0,NA
2987,"West Central",0,2002,60,88,"seller_financed",85,NA
2194,"West Central",32,2003,72,64,"title_transfer",0,NA
1562,"West Central",0,2003,80,NA,"title_transfer",0,NA
3779,"West Central",0,2003,34,97,"title_transfer",0,NA
4062,"West Central",0,2003,160,24,"title_transfer",0,NA
10417,"West Central",69,2003,36,100,"title_transfer",0,NA
3000,"West Central",0,2003,40,85,"title_transfer",10,NA
3889,"West Central",42,2002,63,54,"title_transfer",0,NA
6000,"West Central",63,2003,40,42,"title_transfer",0,NA
2367,"West Central",0,2003,75,100,"title_transfer",0,NA
2391,"West Central",0,2003,160,99,"title_transfer",0,NA
2500,"West Central",0,2003,40,92,"title_transfer",0,NA
2500,"West Central",0,2003,75,NA,"title_transfer",0,NA
2386,"West Central",1,2003,79,67,"title_transfer",0,NA
2067,"West Central",0,2002,39,87,"seller_financed",0,NA
5000,"West Central",0,2003,70,100,"seller_financed",0,NA
3500,"West Central",0,2003,35,86,"title_transfer",0,NA
12500,"West Central",79,2003,36,100,"title_transfer",0,NA
1860,"West Central",0,2003,75,99,"seller_financed",0,NA
1750,"West Central",0,2003,40,NA,"title_transfer",0,NA
2309,"West Central",16,2004,240,61,"title_transfer",0,NA
2391,"West Central",0,2003,55,100,"title_transfer",0,NA
2582,"West Central",0,2004,135,87,"title_transfer",0,NA
2500,"West Central",0,2004,6,33,"title_transfer",0,NA
3313,"West Central",38,2004,62,85,"title_transfer",0,NA
12500,"West Central",0,2004,5,100,"title_transfer",0,NA
2472,"West Central",0,2004,40,88,"title_transfer",0,NA
2366,"West Central",0,2004,80,100,"seller_financed",0,NA
3484,"West Central",0,2004,209,63,"title_transfer",0,NA
1358,"West Central",0,2004,57,53,"title_transfer",0,NA
3608,"West Central",0,2004,40,100,"title_transfer",0,NA
3389,"West Central",13,2004,120,95,"title_transfer",0,NA
590,"West Central",0,2004,10,NA,"title_transfer",0,NA
10480,"West Central",0,2004,35,94,"title_transfer",0,NA
4633,"West Central",0,2004,76,13,"title_transfer",0,NA
10236,"West Central",26,2004,43,NA,"title_transfer",0,NA
2500,"West Central",3,2004,20,NA,"title_transfer",0,NA
11250,"West Central",0,2004,12,100,"title_transfer",0,NA
8427,"West Central",56,2004,63,30,"title_transfer",0,NA
3487,"West Central",33,2004,176,68,"title_transfer",0,NA
6800,"West Central",0,2004,25,NA,"title_transfer",0,NA
3365,"West Central",0,2003,40,88,"title_transfer",0,NA
6667,"West Central",0,2004,6,NA,"title_transfer",0,NA
8404,"West Central",60,2004,37,65,"title_transfer",0,NA
8000,"West Central",0,2004,30,100,"title_transfer",0,NA
8189,"West Central",52,2004,40,90,"title_transfer",0,NA
3218,"West Central",23,2004,128,52,"title_transfer",62,NA
3023,"West Central",27,2004,192,36,"title_transfer",0,NA
1240,"West Central",0,2003,80,100,"seller_financed",0,NA
3458,"West Central",23,2004,40,48,"title_transfer",0,NA
2029,"West Central",22,2004,203,49,"title_transfer",0,NA
2808,"West Central",12,2004,40,38,"title_transfer",0,NA
14257,"West Central",81,2004,35,43,"title_transfer",0,NA
2686,"West Central",0,2003,40,100,"title_transfer",0,NA
5286,"West Central",0,2004,35,NA,"title_transfer",0,NA
4073,"West Central",0,2004,40,100,"title_transfer",0,NA
2772,"West Central",2,2004,232,94,"title_transfer",0,NA
3608,"West Central",12,2004,120,96,"title_transfer",1,NA
2647,"West Central",0,2004,195,94,"title_transfer",1,NA
4697,"West Central",0,2004,33,100,"title_transfer",0,NA
3940,"West Central",30,2005,79,84,"title_transfer",0,NA
6471,"West Central",0,2004,34,100,"title_transfer",0,NA
1250,"West Central",0,2004,8,NA,"title_transfer",0,NA
2936,"West Central",0,2005,111,81,"title_transfer",0,NA
2931,"West Central",0,2005,151,85,"title_transfer",0,NA
13300,"West Central",0,2004,5,NA,"title_transfer",0,NA
4459,"West Central",0,2005,40,100,"title_transfer",0,NA
4954,"West Central",0,2005,35,97,"title_transfer",0,NA
4764,"West Central",0,2005,73,NA,"title_transfer",0,NA
3125,"West Central",0,2004,207,97,"title_transfer",0,NA
10571,"West Central",26,2005,35,29,"title_transfer",0,NA
3843,"West Central",0,2005,35,89,"title_transfer",0,NA
7346,"West Central",0,2005,39,NA,"title_transfer",0,NA
6135,"West Central",38,2005,48,40,"title_transfer",0,NA
7051,"West Central",0,2005,35,NA,"title_transfer",0,NA
2943,"West Central",0,2005,56,NA,"title_transfer",0,NA
3571,"West Central",0,2005,14,100,"title_transfer",0,NA
2852,"West Central",0,2005,36,94,"title_transfer",0,NA
2167,"West Central",0,2005,80,100,"seller_financed",0,NA
3764,"West Central",0,2005,153,99,"title_transfer",0,NA
6621,"West Central",0,2004,29,90,"title_transfer",0,NA
10000,"West Central",0,2004,20,100,"title_transfer",0,NA
2512,"West Central",35,2005,112,43,"title_transfer",0,NA
2986,"West Central",0,2005,42,100,"title_transfer",0,NA
2700,"West Central",0,2006,240,51,"title_transfer",0,NA
3502,"West Central",0,2006,80,NA,"title_transfer",0,NA
3153,"West Central",0,2006,247,43,"title_transfer",0,NA
4062,"West Central",0,2006,32,100,"title_transfer",0,NA
3611,"West Central",0,2005,80,NA,"seller_financed",0,NA
2769,"West Central",0,2005,40,100,"title_transfer",0,NA
12255,"West Central",58,2006,40,90,"title_transfer",0,NA
2053,"West Central",0,2006,19,NA,"title_transfer",0,NA
13081,"West Central",50,2006,35,86,"title_transfer",0,NA
2661,"West Central",0,2005,80,NA,"seller_financed",0,NA
4219,"West Central",0,2005,32,97,"title_transfer",0,NA
4645,"West Central",0,2006,40,78,"title_transfer",0,NA
7403,"West Central",0,2006,41,12,"title_transfer",0,NA
3712,"West Central",0,2006,2,100,"title_transfer",0,NA
4828,"West Central",0,2006,40,NA,"title_transfer",0,NA
2477,"West Central",0,2005,89,NA,"seller_financed",0,NA
2465,"West Central",0,2006,36,NA,"title_transfer",0,NA
7874,"West Central",38,2006,40,70,"title_transfer",0,NA
3845,"West Central",0,2005,80,88,"seller_financed",0,NA
3399,"West Central",0,2005,51,90,"title_transfer",0,NA
3271,"West Central",0,2005,53,100,"title_transfer",0,NA
2865,"West Central",25,2006,180,91,"title_transfer",0,NA
2790,"West Central",0,2006,40,92,"title_transfer",0,NA
2985,"West Central",0,2007,201,94,"title_transfer",0,NA
4216,"West Central",13,2006,80,69,"title_transfer",0,NA
2480,"West Central",0,2007,34,NA,"title_transfer",0,NA
4307,"West Central",19,2007,157,NA,"title_transfer",0,NA
3177,"West Central",0,2007,80,94,"title_transfer",0,NA
6204,"West Central",0,2007,136,45,"title_transfer",0,NA
5488,"West Central",0,2007,82,22,"title_transfer",0,NA
8000,"West Central",0,2007,10,60,"title_transfer",0,NA
11897,"West Central",16,2006,92,97,"seller_financed",0,NA
3665,"West Central",0,2006,236,63,"seller_financed",0,NA
2830,"West Central",0,2007,106,82,"title_transfer",0,NA
8333,"West Central",0,2007,6,NA,"title_transfer",0,NA
8257,"West Central",0,2007,40,78,"title_transfer",0,NA
4392,"West Central",21,2007,115,79,"title_transfer",0,NA
14091,"West Central",0,2007,11,64,"title_transfer",0,NA
2736,"West Central",0,2007,71,96,"title_transfer",0,NA
2875,"West Central",0,2007,40,40,"title_transfer",0,NA
2857,"West Central",0,2007,35,49,"title_transfer",0,NA
13682,"West Central",15,2008,88,41,"title_transfer",0,NA
3960,"West Central",0,2007,150,100,"seller_financed",0,NA
3130,"West Central",0,2008,80,46,"title_transfer",0,NA
3153,"West Central",0,2007,120,77,"title_transfer",0,NA
3017,"West Central",0,2007,80,68,"title_transfer",0,NA
3091,"West Central",0,2008,154,75,"title_transfer",0,NA
4454,"West Central",25,2008,40,88,"seller_financed",0,NA
3991,"West Central",0,2007,137,100,"title_transfer",0,NA
3771,"West Central",0,2007,80,100,"title_transfer",0,NA
4243,"West Central",0,2007,114,100,"seller_financed",0,NA
3524,"West Central",15,2008,160,84,"title_transfer",0,NA
3783,"West Central",0,2007,106,28,"title_transfer",0,NA
3951,"West Central",0,2007,130,21,"title_transfer",0,NA
5476,"West Central",0,2007,21,NA,"seller_financed",0,NA
4135,"West Central",0,2008,52,60,"seller_financed",0,NA
3646,"West Central",0,2008,83,47,"title_transfer",6,NA
3934,"West Central",0,2008,40,72,"seller_financed",0,NA
6389,"West Central",0,2008,18,NA,"title_transfer",50,NA
10247,"West Central",53,2008,38,42,"title_transfer",0,NA
5141,"West Central",0,2007,40,100,"seller_financed",0,NA
4973,"West Central",0,2008,40,88,"title_transfer",0,NA
5096,"West Central",0,2007,37,73,"title_transfer",81,NA
5059,"West Central",19,2008,40,92,"title_transfer",0,NA
6080,"West Central",0,2008,25,NA,"title_transfer",0,NA
3221,"West Central",0,2008,247,83,"seller_financed",0,NA
5657,"West Central",0,2007,60,100,"seller_financed",0,NA
5657,"West Central",0,2008,40,95,"title_transfer",0,NA
14422,"West Central",53,2008,54,33,"title_transfer",0,NA
11405,"West Central",14,2008,84,85,"seller_financed",0,NA
5404,"West Central",3,2008,39,74,"title_transfer",0,NA
4156,"West Central",0,2008,39,26,"title_transfer",0,NA
2977,"West Central",0,2007,78,90,"title_transfer",0,NA
4264,"West Central",0,2008,35,97,"title_transfer",0,NA
3960,"West Central",0,2007,80,74,"title_transfer",0,NA
3925,"West Central",0,2008,80,91,"title_transfer",0,NA
3818,"West Central",0,2008,27,89,"title_transfer",0,NA
3010,"West Central",0,2008,69,83,"title_transfer",0,NA
3093,"West Central",0,2009,113,88,"title_transfer",0,NA
3636,"West Central",0,2009,110,96,"title_transfer",0,NA
3955,"West Central",0,2009,40,100,"seller_financed",0,NA
4781,"West Central",29,2009,114,96,"title_transfer",0,NA
6882,"West Central",28,2009,120,79,"seller_financed",0,NA
5625,"West Central",59,2009,80,15,"title_transfer",0,NA
7000,"West Central",0,2009,20,70,"title_transfer",0,NA
3400,"West Central",0,2009,40,70,"title_transfer",0,NA
4354,"West Central",0,2008,65,NA,"title_transfer",0,NA
3738,"West Central",0,2009,71,65,"seller_financed",0,NA
4000,"West Central",0,2010,38,100,"seller_financed",0,NA
3500,"West Central",0,2009,40,88,"title_transfer",0,NA
4812,"West Central",23,2010,80,72,"title_transfer",0,NA
3959,"West Central",0,2009,32,94,"title_transfer",0,NA
3850,"West Central",0,2009,150,95,"seller_financed",0,NA
6330,"West Central",35,2010,80,82,"title_transfer",0,NA
3313,"West Central",0,2010,83,94,"title_transfer",7,NA
3902,"West Central",0,2010,41,93,"title_transfer",0,NA
5891,"West Central",0,2010,129,98,"title_transfer",0,NA
6250,"West Central",2,2009,40,78,"title_transfer",0,NA
3438,"West Central",28,2009,80,68,"title_transfer",0,NA
3780,"West Central",13,2010,160,80,"title_transfer",0,NA
3179,"West Central",0,2010,128,78,"title_transfer",0,NA
3808,"West Central",0,2010,92,83,"title_transfer",0,NA
4954,"West Central",22,2011,323,79,"title_transfer",0,NA
3444,"West Central",0,2011,68,99,"title_transfer",0,NA
3507,"West Central",0,2011,50,64,"seller_financed",0,NA
4244,"West Central",0,2011,160,94,"title_transfer",0,NA
3651,"West Central",0,2011,315,77,"title_transfer",0,NA
9425,"West Central",57,2011,80,74,"title_transfer",0,NA
5027,"West Central",0,2011,80,99,"title_transfer",0,NA
4585,"West Central",0,2010,19,100,"title_transfer",0,NA
4200,"West Central",0,2011,10,30,"title_transfer",0,NA
5009,"West Central",0,2010,75,77,"title_transfer",0,NA
9396,"West Central",0,2011,227,78,"title_transfer",0,NA
5039,"West Central",0,2011,127,98,"title_transfer",0,NA
4200,"West Central",0,2011,21,100,"title_transfer",0,NA
4506,"West Central",11,2011,81,57,"title_transfer",0,NA
4726,"West Central",0,2011,38,89,"title_transfer",0,NA
3438,"West Central",0,2010,80,66,"title_transfer",0,NA
3403,"West Central",0,2010,139,86,"title_transfer",0,NA
3378,"West Central",0,2010,75,100,"title_transfer",0,NA
4214,"West Central",0,2011,119,82,"title_transfer",0,NA
944,"Northwest",0,2002,100,93,"seller_financed",0,NA
703,"Northwest",0,2003,146,99,"title_transfer",0,NA
797,"Northwest",0,2003,158,91,"title_transfer",0,NA
407,"Northwest",0,2003,59,39,"title_transfer",0,NA
851,"Northwest",2,2003,195,91,"seller_financed",0,NA
1661,"Northwest",39,2002,54,87,"title_transfer",0,NA
1510,"Northwest",0,2003,32,91,"title_transfer",0,NA
962,"Northwest",0,2003,39,62,"title_transfer",0,NA
922,"Northwest",34,2003,120,50,"title_transfer",0,NA
539,"Northwest",0,2002,275,52,"title_transfer",0,NA
850,"Northwest",0,2003,80,69,"title_transfer",0,NA
871,"Northwest",0,2003,318,22,"seller_financed",0,NA
1052,"Northwest",0,2003,40,45,"title_transfer",0,NA
843,"Northwest",6,2003,160,52,"title_transfer",0,NA
703,"Northwest",0,2002,40,75,"seller_financed",0,NA
1315,"Northwest",0,2002,13,77,"title_transfer",0,NA
1014,"Northwest",0,2003,18,67,"title_transfer",0,NA
772,"Northwest",0,2003,80,38,"title_transfer",0,NA
1268,"Northwest",32,2002,80,35,"title_transfer",0,NA
1462,"Northwest",11,2003,80,21,"seller_financed",0,NA
968,"Northwest",0,2003,120,27,"title_transfer",0,NA
879,"Northwest",0,2003,65,17,"title_transfer",0,NA
1591,"Northwest",0,2003,85,47,"title_transfer",0,NA
2251,"Northwest",58,2002,80,62,"title_transfer",0,NA
919,"Northwest",0,2003,80,59,"title_transfer",0,NA
1443,"Northwest",0,2003,40,50,"title_transfer",18,NA
2852,"Northwest",65,2002,80,35,"title_transfer",0,NA
890,"Northwest",42,2003,151,59,"title_transfer",23,NA
891,"Northwest",0,2003,46,39,"title_transfer",0,NA
556,"Northwest",0,2003,185,55,"title_transfer",0,NA
826,"Northwest",0,2003,80,26,"seller_financed",0,NA
748,"Northwest",0,2003,54,33,"seller_financed",0,NA
1033,"Northwest",0,2003,38,61,"title_transfer",0,NA
1830,"Northwest",57,2003,83,61,"title_transfer",0,NA
1272,"Northwest",0,2003,40,62,"title_transfer",0,NA
1481,"Northwest",0,2003,40,98,"title_transfer",0,NA
559,"Northwest",6,2003,80,58,"seller_financed",0,NA
699,"Northwest",0,2003,23,65,"title_transfer",0,NA
2110,"Northwest",47,2003,58,62,"title_transfer",60,NA
1043,"Northwest",0,2003,225,60,"seller_financed",0,NA
2736,"Northwest",63,2003,51,45,"title_transfer",0,NA
2161,"Northwest",38,2003,117,27,"seller_financed",0,NA
610,"Northwest",0,2002,65,97,"title_transfer",0,NA
938,"Northwest",23,2003,200,46,"title_transfer",44,NA
821,"Northwest",0,2002,40,98,"title_transfer",0,NA
3740,"Northwest",64,2002,35,63,"title_transfer",0,NA
792,"Northwest",0,2003,57,91,"title_transfer",0,NA
2372,"Northwest",52,2003,39,31,"title_transfer",0,NA
1267,"Northwest",0,2003,40,82,"title_transfer",0,NA
773,"Northwest",0,2003,315,84,"title_transfer",0,NA
665,"Northwest",1,2003,200,90,"title_transfer",60,NA
8318,"Northwest",71,2003,54,96,"title_transfer",0,NA
804,"Northwest",0,2003,40,50,"title_transfer",0,NA
2546,"Northwest",52,2003,40,40,"title_transfer",0,NA
3143,"Northwest",0,2003,28,NA,"title_transfer",0,NA
752,"Northwest",0,2002,75,76,"title_transfer",0,NA
383,"Northwest",0,2003,127,53,"title_transfer",0,NA
1476,"Northwest",34,2003,160,62,"title_transfer",0,NA
1135,"Northwest",35,2003,80,45,"title_transfer",0,NA
1330,"Northwest",0,2003,40,58,"title_transfer",0,NA
2798,"Northwest",58,2003,37,86,"seller_financed",0,NA
790,"Northwest",0,2003,80,65,"title_transfer",0,NA
1783,"Northwest",21,2003,189,89,"title_transfer",0,NA
818,"Northwest",1,2003,80,80,"title_transfer",0,NA
938,"Northwest",34,2003,80,72,"seller_financed",0,NA
1011,"Northwest",0,2003,35,54,"title_transfer",0,NA
1542,"Northwest",4,2003,80,31,"seller_financed",20,NA
6076,"Northwest",73,2003,53,49,"title_transfer",0,NA
794,"Northwest",36,2003,105,21,"seller_financed",0,NA
1125,"Northwest",0,2003,80,20,"title_transfer",0,NA
750,"Northwest",0,2003,40,15,"title_transfer",0,NA
1544,"Northwest",46,2003,40,62,"title_transfer",0,NA
601,"Northwest",0,2003,80,70,"title_transfer",0,NA
709,"Northwest",0,2003,110,47,"title_transfer",0,NA
667,"Northwest",0,2003,77,81,"title_transfer",0,NA
1426,"Northwest",0,2003,229,97,"title_transfer",0,NA
1056,"Northwest",21,2002,375,37,"title_transfer",0,NA
1281,"Northwest",26,2002,40,78,"seller_financed",0,NA
1667,"Northwest",0,2003,21,52,"title_transfer",0,NA
2213,"Northwest",0,2003,80,71,"title_transfer",0,NA
1062,"Northwest",5,2002,160,56,"title_transfer",0,NA
592,"Northwest",0,2003,50,88,"title_transfer",100,NA
3035,"Northwest",46,2003,40,30,"title_transfer",0,NA
1990,"Northwest",50,2003,40,82,"title_transfer",0,NA
1242,"Northwest",37,2003,108,39,"seller_financed",0,NA
1075,"Northwest",0,2003,39,69,"title_transfer",0,NA
577,"Northwest",0,2003,53,64,"title_transfer",0,NA
785,"Northwest",0,2003,79,61,"title_transfer",62,NA
1441,"Northwest",24,2003,83,55,"title_transfer",0,NA
5438,"Northwest",77,2003,40,30,"title_transfer",0,NA
968,"Northwest",0,2003,91,38,"title_transfer",0,NA
430,"Northwest",0,2003,72,47,"title_transfer",39,NA
1165,"Northwest",0,2002,156,72,"title_transfer",0,NA
3906,"Northwest",0,2002,32,NA,"title_transfer",0,NA
1177,"Northwest",0,2003,80,91,"title_transfer",0,NA
1475,"Northwest",4,2002,40,40,"title_transfer",0,NA
896,"Northwest",0,2002,104,65,"seller_financed",75,NA
792,"Northwest",0,2003,80,81,"title_transfer",0,NA
1225,"Northwest",26,2003,55,56,"title_transfer",0,NA
536,"Northwest",0,2003,78,78,"title_transfer",0,NA
2216,"Northwest",54,2003,75,41,"title_transfer",0,NA
1950,"Northwest",32,2003,81,86,"title_transfer",0,NA
1489,"Northwest",0,2003,84,90,"title_transfer",0,NA
3238,"Northwest",62,2003,44,30,"title_transfer",0,NA
3017,"Northwest",8,2002,29,55,"title_transfer",0,NA
973,"Northwest",0,2003,135,96,"title_transfer",0,NA
780,"Northwest",0,2003,100,100,"title_transfer",0,NA
1053,"Northwest",0,2003,19,47,"title_transfer",0,NA
790,"Northwest",0,2002,20,45,"title_transfer",0,NA
1019,"Northwest",0,2003,38,76,"seller_financed",0,NA
997,"Northwest",0,2003,102,62,"title_transfer",0,NA
566,"Northwest",68,2003,320,73,"title_transfer",0,NA
1124,"Northwest",0,2003,57,100,"title_transfer",0,NA
601,"Northwest",0,2003,110,95,"seller_financed",0,NA
2832,"Northwest",0,2002,63,89,"seller_financed",0,NA
984,"Northwest",0,2003,138,37,"title_transfer",0,NA
1069,"Northwest",0,2003,35,46,"title_transfer",0,NA
1617,"Northwest",0,2004,118,80,"title_transfer",0,NA
1223,"Northwest",31,2004,40,68,"title_transfer",0,NA
1451,"Northwest",0,2004,160,98,"title_transfer",0,NA
1945,"Northwest",38,2004,160,92,"seller_financed",0,NA
453,"Northwest",0,2003,114,12,"seller_financed",14,NA
1486,"Northwest",0,2004,35,37,"title_transfer",0,NA
6033,"Northwest",84,2004,40,58,"title_transfer",0,NA
1075,"Northwest",0,2003,65,57,"title_transfer",0,NA
2363,"Northwest",58,2004,38,53,"title_transfer",0,NA
621,"Northwest",0,2004,118,23,"title_transfer",0,NA
1138,"Northwest",0,2004,120,47,"seller_financed",0,NA
774,"Northwest",0,2004,40,60,"title_transfer",20,NA
536,"Northwest",0,2004,244,18,"seller_financed",0,NA
1823,"Northwest",51,2004,46,33,"title_transfer",0,NA
1479,"Northwest",15,2004,160,49,"title_transfer",0,NA
749,"Northwest",0,2004,40,NA,"title_transfer",0,NA
1048,"Northwest",0,2004,62,85,"title_transfer",0,NA
1517,"Northwest",47,2004,162,75,"title_transfer",0,NA
1692,"Northwest",37,2004,80,91,"title_transfer",0,NA
748,"Northwest",0,2004,40,28,"seller_financed",0,NA
748,"Northwest",0,2004,40,2,"seller_financed",0,NA
748,"Northwest",0,2004,40,10,"seller_financed",0,NA
1323,"Northwest",0,2004,60,35,"seller_financed",0,NA
750,"Northwest",0,2004,37,41,"seller_financed",0,NA
896,"Northwest",0,2003,80,91,"title_transfer",0,NA
4390,"Northwest",66,2003,37,76,"title_transfer",0,NA
634,"Northwest",0,2003,65,NA,"title_transfer",0,NA
895,"Northwest",0,2004,42,19,"title_transfer",0,NA
783,"Northwest",0,2004,95,51,"title_transfer",0,NA
955,"Northwest",0,2004,80,69,"title_transfer",75,NA
761,"Northwest",7,2004,123,70,"title_transfer",0,NA
908,"Northwest",0,2003,80,22,"title_transfer",0,NA
961,"Northwest",0,2004,70,70,"title_transfer",0,NA
831,"Northwest",0,2004,40,95,"title_transfer",0,NA
822,"Northwest",0,2004,80,79,"title_transfer",0,NA
722,"Northwest",0,2004,83,84,"title_transfer",0,NA
936,"Northwest",0,2004,80,38,"title_transfer",0,NA
1024,"Northwest",37,2004,92,28,"title_transfer",0,NA
979,"Northwest",0,2003,71,73,"title_transfer",0,NA
1197,"Northwest",0,2004,95,73,"title_transfer",0,NA
1017,"Northwest",0,2004,39,62,"seller_financed",0,NA
826,"Northwest",0,2003,80,44,"title_transfer",0,NA
1000,"Northwest",0,2004,58,79,"title_transfer",0,NA
1125,"Northwest",0,2004,40,NA,"title_transfer",0,NA
1220,"Northwest",0,2004,119,50,"title_transfer",50,NA
1326,"Northwest",0,2004,40,55,"seller_financed",0,NA
1597,"Northwest",36,2004,75,65,"title_transfer",0,NA
1106,"Northwest",0,2003,121,69,"title_transfer",0,NA
815,"Northwest",0,2003,65,83,"title_transfer",0,NA
886,"Northwest",0,2003,40,72,"title_transfer",0,NA
975,"Northwest",0,2004,40,85,"title_transfer",0,NA
823,"Northwest",0,2004,62,97,"title_transfer",0,NA
1490,"Northwest",0,2004,49,37,"title_transfer",0,NA
718,"Northwest",23,2004,120,89,"title_transfer",0,NA
1929,"Northwest",0,2004,28,50,"title_transfer",0,NA
1449,"Northwest",0,2003,40,58,"title_transfer",58,NA
1019,"Northwest",0,2003,40,10,"title_transfer",0,NA
1700,"Northwest",0,2003,49,82,"title_transfer",0,NA
2813,"Northwest",56,2004,43,NA,"title_transfer",0,NA
1680,"Northwest",0,2004,25,80,"title_transfer",0,NA
2248,"Northwest",33,2004,80,36,"title_transfer",0,NA
1368,"Northwest",1,2004,80,39,"seller_financed",0,NA
1852,"Northwest",0,2004,40,50,"seller_financed",0,NA
