"Carrier","FlightNo","Destination","DepartTime","FlightLength","Delay","Delayed30"
"AA",2019,"STL","8-Mid",160,-9,"No"
"AA",2093,"MIA","Noon-4pm",190,139,"Yes"
"AA",2223,"STL","4-8pm",175,-3,"No"
"AA",2255,"MIA","4-8am",175,-8,"No"
"AA",301,"ORD","4-8am",140,-5,"No"
"AA",303,"ORD","4-8am",145,-2,"No"
"AA",305,"ORD","4-8am",145,-6,"No"
"AA",309,"ORD","8-Noon",145,-7,"No"
"AA",313,"ORD","8-Noon",155,-10,"No"
"AA",319,"ORD","8-Noon",150,-3,"No"
"AA",321,"ORD","8-Noon",155,-5,"No"
"AA",327,"ORD","Noon-4pm",155,-6,"No"
"AA",329,"ORD","Noon-4pm",150,-7,"No"
"AA",333,"ORD","Noon-4pm",155,-3,"No"
"AA",335,"ORD","Noon-4pm",160,-7,"No"
"AA",337,"ORD","Noon-4pm",160,-9,"No"
"AA",341,"ORD","4-8pm",160,-10,"No"
"AA",345,"ORD","4-8pm",160,-9,"No"
"AA",347,"ORD","4-8pm",155,-5,"No"
"AA",363,"ORD","4-8pm",155,-9,"No"
"AA",371,"ORD","8-Mid",155,-8,"No"
"AA",413,"MIA","4-8am",185,-9,"No"
"AA",599,"MIA","8-Noon",190,-9,"No"
"AA",611,"BNA","8-Noon",155,-4,"No"
"AA",701,"DFW","4-8am",225,-10,"No"
"AA",707,"DFW","4-8am",230,-4,"No"
"AA",709,"DFW","4-8am",235,14,"No"
"AA",713,"DFW","8-Noon",240,-4,"No"
"AA",721,"DFW","8-Noon",245,-1,"No"
"AA",731,"DFW","8-Noon",240,-9,"No"
"AA",739,"DFW","8-Noon",240,-4,"No"
"AA",743,"DFW","Noon-4pm",235,0,"No"
"AA",745,"DFW","Noon-4pm",240,-10,"No"
"AA",751,"DFW","Noon-4pm",245,-5,"No"
"AA",753,"DFW","Noon-4pm",240,0,"No"
"AA",759,"DFW","Noon-4pm",245,0,"No"
"AA",763,"DFW","4-8pm",250,2,"No"
"AA",785,"DFW","4-8pm",240,-4,"No"
"AA",787,"DFW","4-8pm",240,-8,"No"
"AA",791,"DFW","8-Mid",235,-6,"No"
"AA",1423,"MIA","Noon-4pm",190,-1,"No"
"AA",1551,"BNA","4-8pm",150,11,"No"
"AA",1559,"MIA","4-8pm",195,-6,"No"
"AA",1685,"MIA","4-8am",175,0,"No"
"AA",1709,"MIA","8-Mid",185,-19,"No"
"AA",1741,"BNA","Noon-4pm",150,-5,"No"
"AA",1757,"STL","8-Noon",170,-10,"No"
"AA",1855,"STL","8-Noon",165,-5,"No"
"AA",2011,"MIA","4-8pm",185,5,"No"
"AA",2015,"MIA","8-Noon",190,-5,"No"
"AA",2019,"STL","8-Mid",160,-4,"No"
"AA",2093,"MIA","Noon-4pm",190,-4,"No"
"AA",2223,"STL","4-8pm",175,-4,"No"
"AA",2255,"MIA","4-8am",175,-5,"No"
"AA",301,"ORD","4-8am",140,-8,"No"
"AA",303,"ORD","4-8am",145,-5,"No"
"AA",305,"ORD","4-8am",145,1,"No"
"AA",309,"ORD","8-Noon",145,-7,"No"
"AA",313,"ORD","8-Noon",155,-8,"No"
"AA",319,"ORD","8-Noon",150,16,"No"
"AA",321,"ORD","8-Noon",155,-5,"No"
"AA",327,"ORD","Noon-4pm",155,13,"No"
"AA",329,"ORD","Noon-4pm",150,53,"Yes"
"AA",333,"ORD","Noon-4pm",155,58,"Yes"
"AA",335,"ORD","Noon-4pm",160,0,"No"
"AA",337,"ORD","Noon-4pm",160,47,"Yes"
"AA",341,"ORD","4-8pm",160,96,"Yes"
"AA",345,"ORD","4-8pm",160,0,"No"
"AA",347,"ORD","4-8pm",155,32,"Yes"
"AA",363,"ORD","4-8pm",155,19,"No"
"AA",371,"ORD","8-Mid",155,-5,"No"
"AA",413,"MIA","4-8am",185,-7,"No"
"AA",599,"MIA","8-Noon",190,-4,"No"
"AA",611,"BNA","8-Noon",155,-7,"No"
"AA",701,"DFW","4-8am",225,-7,"No"
"AA",707,"DFW","4-8am",230,-4,"No"
"AA",709,"DFW","4-8am",235,0,"No"
"AA",713,"DFW","8-Noon",240,-3,"No"
"AA",721,"DFW","8-Noon",245,-7,"No"
"AA",731,"DFW","8-Noon",240,-2,"No"
"AA",739,"DFW","8-Noon",240,-2,"No"
"AA",743,"DFW","Noon-4pm",235,-5,"No"
"AA",745,"DFW","Noon-4pm",240,-9,"No"
"AA",751,"DFW","Noon-4pm",245,-7,"No"
"AA",753,"DFW","Noon-4pm",240,-10,"No"
"AA",759,"DFW","Noon-4pm",245,-4,"No"
"AA",763,"DFW","4-8pm",250,-2,"No"
"AA",785,"DFW","4-8pm",240,-3,"No"
"AA",787,"DFW","4-8pm",240,-11,"No"
"AA",791,"DFW","8-Mid",235,-17,"No"
"AA",1423,"MIA","Noon-4pm",190,-1,"No"
"AA",1551,"BNA","4-8pm",150,17,"No"
"AA",1559,"MIA","4-8pm",195,153,"Yes"
"AA",1685,"MIA","4-8am",175,0,"No"
"AA",1709,"MIA","8-Mid",185,-9,"No"
"AA",1741,"BNA","Noon-4pm",150,-5,"No"
"AA",1757,"STL","8-Noon",170,-10,"No"
"AA",1855,"STL","8-Noon",165,-5,"No"
"AA",2011,"MIA","4-8pm",185,0,"No"
"AA",2015,"MIA","8-Noon",190,-8,"No"
"AA",2019,"STL","8-Mid",160,0,"No"
"AA",2093,"MIA","Noon-4pm",190,-6,"No"
"AA",2223,"STL","4-8pm",175,-2,"No"
"AA",2255,"MIA","4-8am",175,-6,"No"
"AA",301,"ORD","4-8am",140,-5,"No"
"AA",303,"ORD","4-8am",145,0,"No"
"AA",305,"ORD","4-8am",145,-1,"No"
"AA",309,"ORD","8-Noon",145,0,"No"
"AA",313,"ORD","8-Noon",155,-2,"No"
"AA",319,"ORD","8-Noon",150,-7,"No"
"AA",321,"ORD","8-Noon",155,-1,"No"
"AA",327,"ORD","Noon-4pm",155,125,"Yes"
"AA",329,"ORD","Noon-4pm",150,17,"No"
"AA",333,"ORD","Noon-4pm",155,-2,"No"
"AA",335,"ORD","Noon-4pm",160,24,"No"
"AA",337,"ORD","Noon-4pm",160,10,"No"
"AA",341,"ORD","4-8pm",160,-2,"No"
"AA",345,"ORD","4-8pm",160,82,"Yes"
"AA",347,"ORD","4-8pm",155,125,"Yes"
"AA",363,"ORD","4-8pm",155,112,"Yes"
"AA",371,"ORD","8-Mid",155,94,"Yes"
"AA",413,"MIA","4-8am",185,-6,"No"
"AA",599,"MIA","8-Noon",190,-10,"No"
"AA",611,"BNA","8-Noon",155,-6,"No"
"AA",701,"DFW","4-8am",225,-4,"No"
"AA",707,"DFW","4-8am",230,-3,"No"
"AA",709,"DFW","4-8am",235,-5,"No"
"AA",713,"DFW","8-Noon",240,-6,"No"
"AA",721,"DFW","8-Noon",245,21,"No"
"AA",731,"DFW","8-Noon",240,104,"Yes"
"AA",739,"DFW","8-Noon",240,77,"Yes"
"AA",743,"DFW","Noon-4pm",235,61,"Yes"
"AA",745,"DFW","Noon-4pm",240,0,"No"
"AA",751,"DFW","Noon-4pm",245,0,"No"
"AA",753,"DFW","Noon-4pm",240,31,"Yes"
"AA",759,"DFW","Noon-4pm",245,27,"No"
"AA",763,"DFW","4-8pm",250,37,"Yes"
"AA",785,"DFW","4-8pm",240,0,"No"
"AA",787,"DFW","4-8pm",240,-12,"No"
"AA",791,"DFW","8-Mid",235,74,"Yes"
"AA",1423,"MIA","Noon-4pm",190,51,"Yes"
"AA",1551,"BNA","4-8pm",150,46,"Yes"
"AA",1559,"MIA","4-8pm",195,27,"No"
"AA",1685,"MIA","4-8am",175,14,"No"
"AA",1709,"MIA","8-Mid",185,57,"Yes"
"AA",1741,"BNA","Noon-4pm",150,-8,"No"
"AA",1757,"STL","8-Noon",170,-1,"No"
"AA",1855,"STL","8-Noon",165,-2,"No"
"AA",2011,"MIA","4-8pm",185,85,"Yes"
"AA",2015,"MIA","8-Noon",190,-6,"No"
"AA",2019,"STL","8-Mid",160,235,"Yes"
"AA",2093,"MIA","Noon-4pm",190,-4,"No"
"AA",2223,"STL","4-8pm",175,13,"No"
"AA",2255,"MIA","4-8am",175,-2,"No"
"AA",301,"ORD","4-8am",140,-2,"No"
"AA",303,"ORD","4-8am",145,-1,"No"
"AA",305,"ORD","4-8am",145,-2,"No"
"AA",309,"ORD","8-Noon",145,-5,"No"
"AA",313,"ORD","8-Noon",155,-2,"No"
"AA",319,"ORD","8-Noon",150,43,"Yes"
"AA",321,"ORD","8-Noon",155,28,"No"
"AA",327,"ORD","Noon-4pm",155,75,"Yes"
"AA",329,"ORD","Noon-4pm",150,52,"Yes"
"AA",333,"ORD","Noon-4pm",155,73,"Yes"
"AA",335,"ORD","Noon-4pm",160,77,"Yes"
"AA",337,"ORD","Noon-4pm",160,67,"Yes"
"AA",341,"ORD","4-8pm",160,78,"Yes"
"AA",345,"ORD","4-8pm",160,0,"No"
"AA",347,"ORD","4-8pm",155,124,"Yes"
"AA",363,"ORD","4-8pm",155,0,"No"
"AA",371,"ORD","8-Mid",155,20,"No"
"AA",413,"MIA","4-8am",185,-5,"No"
"AA",599,"MIA","8-Noon",190,22,"No"
"AA",611,"BNA","8-Noon",155,-5,"No"
"AA",701,"DFW","4-8am",225,18,"No"
"AA",707,"DFW","4-8am",230,-4,"No"
"AA",709,"DFW","4-8am",235,-7,"No"
"AA",713,"DFW","8-Noon",240,-4,"No"
"AA",721,"DFW","8-Noon",245,24,"No"
"AA",731,"DFW","8-Noon",240,13,"No"
"AA",739,"DFW","8-Noon",240,-1,"No"
"AA",743,"DFW","Noon-4pm",235,-1,"No"
"AA",745,"DFW","Noon-4pm",240,9,"No"
"AA",751,"DFW","Noon-4pm",245,-2,"No"
"AA",753,"DFW","Noon-4pm",240,69,"Yes"
"AA",759,"DFW","Noon-4pm",245,51,"Yes"
"AA",763,"DFW","4-8pm",250,-1,"No"
"AA",785,"DFW","4-8pm",240,4,"No"
"AA",787,"DFW","4-8pm",240,26,"No"
"AA",791,"DFW","8-Mid",235,29,"No"
"AA",1423,"MIA","Noon-4pm",190,-4,"No"
"AA",1551,"BNA","4-8pm",150,53,"Yes"
"AA",1559,"MIA","4-8pm",195,92,"Yes"
"AA",1685,"MIA","4-8am",175,-2,"No"
"AA",1709,"MIA","8-Mid",185,58,"Yes"
"AA",1741,"BNA","Noon-4pm",150,33,"Yes"
"AA",1757,"STL","8-Noon",170,60,"Yes"
"AA",1855,"STL","8-Noon",165,-6,"No"
"AA",2011,"MIA","4-8pm",185,42,"Yes"
"AA",2015,"MIA","8-Noon",190,-8,"No"
"AA",2019,"STL","8-Mid",160,17,"No"
"AA",2093,"MIA","Noon-4pm",190,6,"No"
"AA",2223,"STL","4-8pm",175,-3,"No"
"AA",2255,"MIA","4-8am",175,-3,"No"
"AA",301,"ORD","4-8am",140,-4,"No"
"AA",303,"ORD","4-8am",145,-5,"No"
"AA",305,"ORD","4-8am",145,-7,"No"
"AA",309,"ORD","8-Noon",145,64,"Yes"
"AA",313,"ORD","8-Noon",155,-2,"No"
"AA",319,"ORD","8-Noon",150,-5,"No"
"AA",327,"ORD","Noon-4pm",155,-7,"No"
"AA",333,"ORD","Noon-4pm",155,-3,"No"
"AA",335,"ORD","Noon-4pm",160,-6,"No"
"AA",345,"ORD","4-8pm",160,-5,"No"
"AA",363,"ORD","4-8pm",155,44,"Yes"
"AA",413,"MIA","4-8am",185,-3,"No"
"AA",599,"MIA","8-Noon",190,-5,"No"
"AA",611,"BNA","8-Noon",155,-7,"No"
"AA",707,"DFW","4-8am",230,-5,"No"
"AA",709,"DFW","4-8am",235,14,"No"
"AA",713,"DFW","8-Noon",240,43,"Yes"
"AA",721,"DFW","8-Noon",245,-1,"No"
"AA",731,"DFW","8-Noon",240,1,"No"
"AA",743,"DFW","Noon-4pm",235,2,"No"
"AA",745,"DFW","Noon-4pm",240,35,"Yes"
"AA",751,"DFW","Noon-4pm",245,-2,"No"
"AA",759,"DFW","Noon-4pm",245,-5,"No"
"AA",763,"DFW","4-8pm",250,-6,"No"
"AA",785,"DFW","4-8pm",240,-5,"No"
"AA",787,"DFW","4-8pm",240,-7,"No"
"AA",1423,"MIA","Noon-4pm",190,106,"Yes"
"AA",1559,"MIA","4-8pm",195,-7,"No"
"AA",1685,"MIA","4-8am",175,-1,"No"
"AA",1709,"MIA","8-Mid",185,-10,"No"
"AA",1741,"BNA","Noon-4pm",150,-4,"No"
"AA",1757,"STL","8-Noon",170,-5,"No"
"AA",2011,"MIA","4-8pm",185,-8,"No"
"AA",2015,"MIA","8-Noon",190,80,"Yes"
"AA",2093,"MIA","Noon-4pm",190,2,"No"
"AA",2223,"STL","4-8pm",175,6,"No"
"AA",2255,"MIA","4-8am",175,-1,"No"
"AA",301,"ORD","4-8am",140,-9,"No"
"AA",305,"ORD","4-8am",145,-4,"No"
"AA",309,"ORD","8-Noon",145,-2,"No"
"AA",313,"ORD","8-Noon",155,-4,"No"
"AA",319,"ORD","8-Noon",150,-3,"No"
"AA",321,"ORD","8-Noon",155,-3,"No"
"AA",327,"ORD","Noon-4pm",155,-2,"No"
"AA",329,"ORD","Noon-4pm",150,-2,"No"
"AA",333,"ORD","Noon-4pm",155,-3,"No"
"AA",335,"ORD","Noon-4pm",160,-3,"No"
"AA",337,"ORD","Noon-4pm",160,-6,"No"
"AA",341,"ORD","4-8pm",160,-7,"No"
"AA",345,"ORD","4-8pm",160,-1,"No"
"AA",347,"ORD","4-8pm",155,-3,"No"
"AA",363,"ORD","4-8pm",155,-15,"No"
"AA",371,"ORD","8-Mid",155,-7,"No"
"AA",413,"MIA","4-8am",185,-2,"No"
"AA",599,"MIA","8-Noon",190,-6,"No"
"AA",611,"BNA","8-Noon",155,-9,"No"
"AA",707,"DFW","4-8am",230,-5,"No"
"AA",709,"DFW","4-8am",235,-6,"No"
"AA",713,"DFW","8-Noon",240,-2,"No"
"AA",721,"DFW","8-Noon",245,-6,"No"
"AA",731,"DFW","8-Noon",240,-4,"No"
"AA",743,"DFW","Noon-4pm",235,6,"No"
"AA",745,"DFW","Noon-4pm",240,-5,"No"
"AA",751,"DFW","Noon-4pm",245,-4,"No"
"AA",753,"DFW","Noon-4pm",240,-7,"No"
"AA",759,"DFW","Noon-4pm",245,52,"Yes"
"AA",763,"DFW","4-8pm",250,-6,"No"
"AA",785,"DFW","4-8pm",240,-6,"No"
"AA",787,"DFW","4-8pm",240,-8,"No"
"AA",1423,"MIA","Noon-4pm",190,-3,"No"
"AA",1551,"BNA","4-8pm",150,-9,"No"
"AA",1559,"MIA","4-8pm",195,19,"No"
"AA",1685,"MIA","4-8am",175,-5,"No"
"AA",1709,"MIA","8-Mid",185,693,"Yes"
"AA",1741,"BNA","Noon-4pm",150,-11,"No"
"AA",1757,"STL","8-Noon",170,-9,"No"
"AA",1855,"STL","8-Noon",165,-10,"No"
"AA",2011,"MIA","4-8pm",185,-5,"No"
"AA",2015,"MIA","8-Noon",190,28,"No"
"AA",2019,"STL","8-Mid",160,-6,"No"
"AA",2093,"MIA","Noon-4pm",190,346,"Yes"
"AA",2223,"STL","4-8pm",175,-8,"No"
"AA",2255,"MIA","4-8am",175,-3,"No"
"AA",301,"ORD","4-8am",140,-3,"No"
"AA",303,"ORD","4-8am",145,-1,"No"
"AA",305,"ORD","4-8am",145,-1,"No"
"AA",309,"ORD","8-Noon",145,-6,"No"
"AA",313,"ORD","8-Noon",155,-7,"No"
"AA",319,"ORD","8-Noon",150,-6,"No"
"AA",321,"ORD","8-Noon",155,-5,"No"
"AA",327,"ORD","Noon-4pm",155,-5,"No"
"AA",329,"ORD","Noon-4pm",150,-7,"No"
"AA",333,"ORD","Noon-4pm",155,-8,"No"
"AA",335,"ORD","Noon-4pm",160,-7,"No"
"AA",337,"ORD","Noon-4pm",160,-5,"No"
"AA",341,"ORD","4-8pm",160,-9,"No"
"AA",345,"ORD","4-8pm",160,-7,"No"
"AA",347,"ORD","4-8pm",155,0,"No"
"AA",363,"ORD","4-8pm",155,-2,"No"
"AA",371,"ORD","8-Mid",155,-9,"No"
"AA",413,"MIA","4-8am",185,-4,"No"
"AA",599,"MIA","8-Noon",190,-5,"No"
"AA",611,"BNA","8-Noon",155,-9,"No"
"AA",701,"DFW","4-8am",225,-6,"No"
"AA",707,"DFW","4-8am",230,2,"No"
"AA",709,"DFW","4-8am",235,-6,"No"
"AA",713,"DFW","8-Noon",240,-7,"No"
"AA",721,"DFW","8-Noon",245,-2,"No"
"AA",731,"DFW","8-Noon",240,-7,"No"
"AA",739,"DFW","8-Noon",240,-6,"No"
"AA",743,"DFW","Noon-4pm",235,-6,"No"
"AA",745,"DFW","Noon-4pm",240,-3,"No"
"AA",751,"DFW","Noon-4pm",245,-7,"No"
"AA",753,"DFW","Noon-4pm",240,-10,"No"
"AA",759,"DFW","Noon-4pm",245,-1,"No"
"AA",763,"DFW","4-8pm",250,-5,"No"
"AA",785,"DFW","4-8pm",240,-4,"No"
"AA",787,"DFW","4-8pm",240,-12,"No"
"AA",791,"DFW","8-Mid",235,-12,"No"
"AA",1423,"MIA","Noon-4pm",190,2,"No"
"AA",1551,"BNA","4-8pm",150,-9,"No"
"AA",1559,"MIA","4-8pm",195,0,"No"
"AA",1685,"MIA","4-8am",175,0,"No"
"AA",1709,"MIA","8-Mid",185,-6,"No"
"AA",1741,"BNA","Noon-4pm",150,-7,"No"
"AA",1757,"STL","8-Noon",170,-8,"No"
"AA",1855,"STL","8-Noon",165,-4,"No"
"AA",2011,"MIA","4-8pm",185,-11,"No"
"AA",2015,"MIA","8-Noon",190,-8,"No"
"AA",2019,"STL","8-Mid",160,-5,"No"
"AA",2093,"MIA","Noon-4pm",190,-2,"No"
"AA",2223,"STL","4-8pm",175,-5,"No"
"AA",2255,"MIA","4-8am",175,-1,"No"
"AA",301,"ORD","4-8am",140,-7,"No"
"AA",303,"ORD","4-8am",145,-5,"No"
"AA",305,"ORD","4-8am",145,-5,"No"
"AA",309,"ORD","8-Noon",145,-8,"No"
"AA",313,"ORD","8-Noon",155,-9,"No"
"AA",319,"ORD","8-Noon",150,-6,"No"
"AA",321,"ORD","8-Noon",155,-6,"No"
"AA",327,"ORD","Noon-4pm",155,-5,"No"
"AA",329,"ORD","Noon-4pm",150,-8,"No"
"AA",333,"ORD","Noon-4pm",155,-5,"No"
"AA",335,"ORD","Noon-4pm",160,0,"No"
"AA",337,"ORD","Noon-4pm",160,21,"No"
"AA",341,"ORD","4-8pm",160,-4,"No"
"AA",345,"ORD","4-8pm",160,-9,"No"
"AA",347,"ORD","4-8pm",155,-8,"No"
"AA",363,"ORD","4-8pm",155,-7,"No"
"AA",371,"ORD","8-Mid",155,0,"No"
"AA",413,"MIA","4-8am",185,-5,"No"
"AA",599,"MIA","8-Noon",190,8,"No"
"AA",611,"BNA","8-Noon",155,-8,"No"
"AA",701,"DFW","4-8am",225,-5,"No"
"AA",707,"DFW","4-8am",230,-7,"No"
"AA",709,"DFW","4-8am",235,-4,"No"
"AA",713,"DFW","8-Noon",240,-7,"No"
"AA",721,"DFW","8-Noon",245,-3,"No"
"AA",731,"DFW","8-Noon",240,-6,"No"
"AA",739,"DFW","8-Noon",240,-6,"No"
"AA",743,"DFW","Noon-4pm",235,-4,"No"
"AA",745,"DFW","Noon-4pm",240,-8,"No"
"AA",751,"DFW","Noon-4pm",245,-6,"No"
"AA",753,"DFW","Noon-4pm",240,-7,"No"
"AA",759,"DFW","Noon-4pm",245,-2,"No"
"AA",763,"DFW","4-8pm",250,-3,"No"
"AA",785,"DFW","4-8pm",240,-2,"No"
"AA",787,"DFW","4-8pm",240,-6,"No"
"AA",791,"DFW","8-Mid",235,-9,"No"
"AA",1423,"MIA","Noon-4pm",190,3,"No"
"AA",1551,"BNA","4-8pm",150,-4,"No"
"AA",1559,"MIA","4-8pm",195,-4,"No"
"AA",1685,"MIA","4-8am",175,-6,"No"
"AA",1709,"MIA","8-Mid",185,-15,"No"
"AA",1741,"BNA","Noon-4pm",150,-5,"No"
"AA",1757,"STL","8-Noon",170,-5,"No"
"AA",1855,"STL","8-Noon",165,-7,"No"
"AA",2011,"MIA","4-8pm",185,5,"No"
"AA",2015,"MIA","8-Noon",190,0,"No"
"AA",2019,"STL","8-Mid",160,-8,"No"
"AA",2093,"MIA","Noon-4pm",190,-7,"No"
"AA",2223,"STL","4-8pm",175,-6,"No"
"AA",2255,"MIA","4-8am",175,-6,"No"
"AA",301,"ORD","4-8am",140,-7,"No"
"AA",303,"ORD","4-8am",145,-6,"No"
"AA",305,"ORD","4-8am",145,-6,"No"
"AA",309,"ORD","8-Noon",145,-5,"No"
"AA",313,"ORD","8-Noon",155,-3,"No"
"AA",319,"ORD","8-Noon",150,-7,"No"
"AA",321,"ORD","8-Noon",155,-9,"No"
"AA",327,"ORD","Noon-4pm",155,-8,"No"
"AA",329,"ORD","Noon-4pm",150,-2,"No"
"AA",333,"ORD","Noon-4pm",155,-5,"No"
"AA",335,"ORD","Noon-4pm",160,-8,"No"
"AA",337,"ORD","Noon-4pm",160,-8,"No"
"AA",341,"ORD","4-8pm",160,-10,"No"
"AA",345,"ORD","4-8pm",160,-6,"No"
"AA",347,"ORD","4-8pm",155,24,"No"
"AA",363,"ORD","4-8pm",155,-8,"No"
"AA",371,"ORD","8-Mid",155,0,"No"
"AA",413,"MIA","4-8am",185,5,"No"
"AA",599,"MIA","8-Noon",190,-8,"No"
"AA",611,"BNA","8-Noon",155,-7,"No"
"AA",701,"DFW","4-8am",225,-4,"No"
"AA",707,"DFW","4-8am",230,-5,"No"
"AA",709,"DFW","4-8am",235,-6,"No"
"AA",713,"DFW","8-Noon",240,-4,"No"
"AA",721,"DFW","8-Noon",245,-7,"No"
"AA",731,"DFW","8-Noon",240,-2,"No"
"AA",739,"DFW","8-Noon",240,-3,"No"
"AA",743,"DFW","Noon-4pm",235,-1,"No"
"AA",745,"DFW","Noon-4pm",240,-8,"No"
"AA",751,"DFW","Noon-4pm",245,-4,"No"
"AA",753,"DFW","Noon-4pm",240,-7,"No"
"AA",759,"DFW","Noon-4pm",245,-8,"No"
"AA",763,"DFW","4-8pm",250,-5,"No"
"AA",785,"DFW","4-8pm",240,3,"No"
"AA",787,"DFW","4-8pm",240,-8,"No"
"AA",791,"DFW","8-Mid",235,28,"No"
"AA",1423,"MIA","Noon-4pm",190,-2,"No"
"AA",1551,"BNA","4-8pm",150,4,"No"
"AA",1559,"MIA","4-8pm",195,-3,"No"
"AA",1685,"MIA","4-8am",175,0,"No"
"AA",1709,"MIA","8-Mid",185,-5,"No"
"AA",1741,"BNA","Noon-4pm",150,-8,"No"
"AA",1757,"STL","8-Noon",170,-7,"No"
"AA",1855,"STL","8-Noon",165,-7,"No"
"AA",2011,"MIA","4-8pm",185,-9,"No"
"AA",2015,"MIA","8-Noon",190,0,"No"
"AA",2019,"STL","8-Mid",160,-15,"No"
"AA",2093,"MIA","Noon-4pm",190,-11,"No"
"AA",2223,"STL","4-8pm",175,-8,"No"
"AA",2255,"MIA","4-8am",175,-4,"No"
"AA",301,"ORD","4-8am",140,-4,"No"
"AA",303,"ORD","4-8am",145,-5,"No"
"AA",305,"ORD","4-8am",145,-2,"No"
"AA",309,"ORD","8-Noon",145,0,"No"
"AA",313,"ORD","8-Noon",155,-8,"No"
"AA",319,"ORD","8-Noon",150,0,"No"
"AA",321,"ORD","8-Noon",155,26,"No"
"AA",327,"ORD","Noon-4pm",155,-1,"No"
"AA",329,"ORD","Noon-4pm",150,-12,"No"
"AA",333,"ORD","Noon-4pm",155,-5,"No"
"AA",335,"ORD","Noon-4pm",160,-6,"No"
"AA",337,"ORD","Noon-4pm",160,-3,"No"
"AA",341,"ORD","4-8pm",160,-8,"No"
"AA",345,"ORD","4-8pm",160,-12,"No"
"AA",347,"ORD","4-8pm",155,-5,"No"
"AA",363,"ORD","4-8pm",155,-7,"No"
"AA",371,"ORD","8-Mid",155,-2,"No"
"AA",413,"MIA","4-8am",185,-2,"No"
"AA",599,"MIA","8-Noon",190,-8,"No"
"AA",611,"BNA","8-Noon",155,-10,"No"
"AA",701,"DFW","4-8am",225,-4,"No"
"AA",707,"DFW","4-8am",230,-5,"No"
"AA",709,"DFW","4-8am",235,-1,"No"
"AA",713,"DFW","8-Noon",240,-1,"No"
"AA",721,"DFW","8-Noon",245,-7,"No"
"AA",731,"DFW","8-Noon",240,-4,"No"
"AA",739,"DFW","8-Noon",240,536,"Yes"
"AA",743,"DFW","Noon-4pm",235,-5,"No"
"AA",745,"DFW","Noon-4pm",240,32,"Yes"
"AA",751,"DFW","Noon-4pm",245,-2,"No"
"AA",753,"DFW","Noon-4pm",240,-9,"No"
"AA",759,"DFW","Noon-4pm",245,0,"No"
"AA",763,"DFW","4-8pm",250,-7,"No"
"AA",785,"DFW","4-8pm",240,3,"No"
"AA",787,"DFW","4-8pm",240,-5,"No"
"AA",791,"DFW","8-Mid",235,-12,"No"
"AA",1423,"MIA","Noon-4pm",190,-6,"No"
"AA",1551,"BNA","4-8pm",150,-10,"No"
"AA",1559,"MIA","4-8pm",195,-1,"No"
"AA",1685,"MIA","4-8am",175,-7,"No"
"AA",1709,"MIA","8-Mid",185,-8,"No"
"AA",1741,"BNA","Noon-4pm",150,-10,"No"
"AA",1757,"STL","8-Noon",170,-7,"No"
"AA",1855,"STL","8-Noon",165,-7,"No"
"AA",2011,"MIA","4-8pm",185,1,"No"
"AA",2015,"MIA","8-Noon",190,-3,"No"
"AA",2019,"STL","8-Mid",160,-6,"No"
"AA",2093,"MIA","Noon-4pm",190,-7,"No"
"AA",2223,"STL","4-8pm",175,35,"Yes"
"AA",2255,"MIA","4-8am",175,-4,"No"
"AA",301,"ORD","4-8am",140,-5,"No"
"AA",303,"ORD","4-8am",145,-3,"No"
"AA",305,"ORD","4-8am",145,1,"No"
"AA",309,"ORD","8-Noon",145,-4,"No"
"AA",313,"ORD","8-Noon",155,-3,"No"
"AA",319,"ORD","8-Noon",150,-1,"No"
"AA",321,"ORD","8-Noon",155,-5,"No"
"AA",327,"ORD","Noon-4pm",155,-3,"No"
"AA",329,"ORD","Noon-4pm",150,-6,"No"
"AA",333,"ORD","Noon-4pm",155,-7,"No"
"AA",335,"ORD","Noon-4pm",160,-7,"No"
"AA",337,"ORD","Noon-4pm",160,-5,"No"
"AA",341,"ORD","4-8pm",160,-3,"No"
"AA",345,"ORD","4-8pm",160,-6,"No"
"AA",347,"ORD","4-8pm",155,22,"No"
"AA",363,"ORD","4-8pm",155,-12,"No"
"AA",371,"ORD","8-Mid",155,-7,"No"
"AA",413,"MIA","4-8am",185,-5,"No"
"AA",599,"MIA","8-Noon",190,-5,"No"
"AA",611,"BNA","8-Noon",155,-3,"No"
"AA",701,"DFW","4-8am",225,-4,"No"
"AA",707,"DFW","4-8am",230,-2,"No"
"AA",709,"DFW","4-8am",235,-3,"No"
"AA",713,"DFW","8-Noon",240,-3,"No"
"AA",721,"DFW","8-Noon",245,3,"No"
"AA",731,"DFW","8-Noon",240,-3,"No"
"AA",739,"DFW","8-Noon",240,-4,"No"
"AA",743,"DFW","Noon-4pm",235,-4,"No"
"AA",745,"DFW","Noon-4pm",240,0,"No"
"AA",751,"DFW","Noon-4pm",245,0,"No"
"AA",753,"DFW","Noon-4pm",240,-8,"No"
"AA",759,"DFW","Noon-4pm",245,1,"No"
"AA",763,"DFW","4-8pm",250,-6,"No"
"AA",785,"DFW","4-8pm",240,-4,"No"
"AA",787,"DFW","4-8pm",240,-4,"No"
"AA",791,"DFW","8-Mid",235,-15,"No"
"AA",1423,"MIA","Noon-4pm",190,29,"No"
"AA",1551,"BNA","4-8pm",150,-2,"No"
"AA",1559,"MIA","4-8pm",195,129,"Yes"
"AA",1685,"MIA","4-8am",175,-5,"No"
